H4909,Local CCP,"ANTHEM HEALTH PLANS OF VIRGINIA, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",4,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4910,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4956,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5005,Local CCP,"UNITEDHEALTHCARE OF WASHINGTON, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5008,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5009,Local CCP,REGENCE BLUESHIELD,Regence BlueShield,"Cambia Health Solutions, Inc.",4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5010,Local CCP,ASURIS NORTHWEST HEALTH,Asuris Northwest Health,"Cambia Health Solutions, Inc.",3,3,4,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5041,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5042,Local CCP,"CDPHP UNIVERSAL BENEFITS, INC.",CDPHP Medicare Choices,"Capital District Physicians' Health Plan, Inc.",4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5048,Local CCP,"COVENTRY HEALTH CARE OF TEXAS, INC.","Coventry Health Care of Texas, Inc.",Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5050,Local CCP,GROUP HEALTH COOPERATIVE,Group Health Cooperative,Group Health Cooperative,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5087,Local CCP,EASY CHOICE HEALTH PLAN INC.,Easy Choice Health Plan,"WellCare Health Plans, Inc.",3,3,Not enough data available,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5106,Local CCP,HM HEALTH INSURANCE COMPANY,Highmark Health Insurance Company,Highmark,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5141,Local CCP,CAREPOINT INSURANCE COMPANY,CarePoint Health Plans,IJKG Opco LLC,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5151,Local CCP,HEALTH PLAN OF THE UPPER OHIO VALLEY,The Health Plan,Health Plan of the Upper Ohio Valley,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5172,Demo,COMMUNITY HEALTH GROUP,Community Health Group,Community Health Group,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5190,Local CCP,"SUNSHINE STATE HEALTH PLAN, INC.",Advantage by Sunshine Health,Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5207,Local CCP,"COMMUNITY CARE HEALTH PLAN, INC.",Community Care,"Community Care, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5209,Local CCP,"CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.","Care Wisconsin First, Inc.",Not enough data available,Not enough data available,4,5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5211,Local CCP,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Marshfield Clinic.,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5214,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5215,Local CCP,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,"Ministry Health Care, Inc.",4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5216,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5253,Local CCP,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5256,1876 Cost,MEDICAL ASSOCIATES CLINIC HEALTH PLAN,Medical Associates Clinic Health Plan of Wisconsin,"Medical Associates Clinic, P.C.",4,4,5,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5262,Local CCP,GUNDERSEN HEALTH PLAN,"Gundersen Health Plan, Inc.",Gundersen Lutheran Health System Inc.,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5264,1876 Cost,"DEAN HEALTH PLAN, INC.","Dean Health Plan, Inc.",Dean Health Systems Inc.,4,4,5,5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5280,Demo,"MOLINA HEALTHCARE OF OHIO, INC.",Molina Healthcare of Ohio,"Molina Healthcare, Inc.,",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5291,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,3,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5294,Local CCP,"SUPERIOR HEALTH PLAN, INC.",Advantage by Superior HealthPlan,Centene Corporation,3,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5302,Local CCP,"COVENTRY HEALTH CARE OF GEORGIA, INC.",Coventry Health Care,Aetna Inc.,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5322,Local CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5355,Demo,IEHP HEALTH ACCESS,IEHP DualChoice,INLAND EMPIRE HEALTH PLAN,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5378,Local CCP,THE PYRAMID LIFE INSURANCE COMPANY,Universal American Corp.,Universal American Corp.,2,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5410,Local CCP,HEALTHSPRING OF FLORIDA,Cigna-HealthSpring,CIGNA,4,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5414,Local CCP,"AETNA HEALTH, INC. (FL)",Aetna Medicare,Aetna Inc.,4,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5415,Local CCP,"HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of FL, Inc.",Humana Inc.,4,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5416,Local CCP,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Inc.,3,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5417,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,Not enough data available,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5420,Local CCP,"MEDICA HEALTHCARE PLANS, INC.","Medica HealthCare Plans, Inc.","UnitedHealth Group, Inc.",4,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5422,Local CCP,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Blue Cross Blue Shield Healthcare Plan of Georgia,"WellPoint, Inc.",3,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5424,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5425,Local CCP,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Health Plan,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5427,Local CCP,"FREEDOM HEALTH PLAN, INC.","Freedom Health, Inc.","America's 1st Choice Holdings of Florida, LLC",4,4,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5428,Local CCP,SAN MATEO HEALTH COMMISSION,Health Plan of San Mateo,Health Plan of San Mateo,4,3,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5430,Local CCP,ONECARE BY CARE1ST HEALTH PLAN ARIZONA INC.,"ONECare by Care1st Health Plan Arizona, Inc.",Care1st Health Plan,2,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5431,Local CCP,"HEALTHSUN HEALTH PLANS, INC.","HealthSun Health Plans, Inc.","HealthSun Health Plans, Inc",4,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5433,Local CCP,ORANGE COUNTY HEALTH AUTHORITY,OneCare,Orange County Health Authority,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5434,Local CCP,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,Blue Cross and Blue Shield of Florida,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5435,PFFS,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5439,Local CCP,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,"Health Net, Inc.",3,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5441,Demo,"MANAGED HEALTH, INC.",Healthfirst Medicare Plan,"Healthfirst, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5471,Local CCP,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.","Simply Healthcare Holdings, Inc.",Not enough data available,4,4,2,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5475,Local CCP,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",Meridian Health Plan,"Caidan Enterprises, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5507,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5508,Local CCP,"ADVANTAGE HEALTH SOLUTIONS, INC.","ADVANTAGE Health Solutions, Inc.",Advantage Health Solutions,3,2,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5509,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,COVENTRY HEALTH CARE,Aetna Inc.,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5516,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4,3,4,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5520,Local CCP,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,"Health Net, Inc.",4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5521,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,4,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5522,Local CCP,"HEALTHASSURANCE PENNSYLVANIA, INC.",HealthAmerica,Aetna Inc.,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5525,Local CCP,"HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.",Humana Inc.,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5526,Local CCP,HEALTHNOW NEW YORK INC.,BCBS of WNY/BS of NENY/HealthNow New York Inc.,HealthNow New York Inc.,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5528,Local CCP,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,"EmblemHealth, Inc.",4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5529,Local CCP,COMMUNITY INSURANCE COMPANY,Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5530,Local CCP,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5532,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5533,Local CCP,"UPMC HEALTH NETWORK, INC.",UPMC Health Plan,University of Pittsburgh Medical Center,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5549,Local CCP,VNS CHOICE,VNSNY CHOICE Medicare,Visiting Nurse Service of New York,4,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5576,Local CCP,"VANTAGE HEALTH PLAN, INC.","Vantage Health Plan, Inc.","Vantage Health Plan, Inc.",3,2,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5577,Local CCP,"MCS ADVANTAGE, INC.",MCS Classicare,"Medical Card System, Inc.",4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5580,Local CCP,SOUTHWEST CATHOLIC HEALTH NETWORK CORPORATION,Mercy Care Advantage,Southwest Catholic Health Network,3,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5587,Local CCP,"HEALTH CHOICE ARIZONA, INC.",Health Choice Generations HMO SNP,IASIS Healthcare,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5590,Local CCP,BRIDGEWAY HEALTH SOLUTIONS,Advantage by Bridgeway Health Solutions HMO SNP,Centene Corporation,3,3,Not enough data available,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5591,Local CCP,"MARTIN'S POINT GENERATIONS, LLC",Martin's Point Generations Advantage,"Martin's Point Health Care, Inc.",4,3,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5592,Demo,"WELLCARE OF SOUTH CAROLINA, INC.",WellCare,"WellCare Health Plans, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5594,Local CCP,"OPTIMUM HEALTHCARE, INC.","Optimum HealthCare, Inc.","America's 1st Choice Holdings of Florida, LLC",4,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5608,Local CCP,"DENVER HEALTH MEDICAL PLAN, INC.","Denver Health Medical Plan, Inc.",Denver Health and Hospital Authority,4,4,2,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5609,Local CCP,GEMCARE HEALTH PLAN INC.,GEMCARE Health Plan,"GEMCare Mercy Memorial Health Systems, LLC",4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5619,Local CCP,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Inc.,4,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5628,Local CCP,"MOLINA HEALTHCARE OF UTAH, INC.",Molina Healthcare of Utah,"Molina Healthcare, Inc.,",3,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5640,Local CCP,IEHP HEALTH ACCESS,IEHP Medicare DualChoice,INLAND EMPIRE HEALTH PLAN,3,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5649,Local CCP,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",Central Health Medicare Plan,Central Health Plan of California,4,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5652,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,Erickson Advantage,"UnitedHealth Group, Inc.",5,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5656,Local CCP,"SELECTCARE HEALTH PLANS, INC.",Universal American Corp.,Universal American Corp.,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5685,Local CCP,"MIDWEST HEALTH PLAN, INC.",Midwest Advantage,Henry Ford Health System,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5696,Local CCP,"PHYSICIANS UNITED PLAN, INC.",Physicians United Plan,"IDJB Investments, LLC",4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5698,Local CCP,"WINDSOR HEALTH PLAN, INC.",Windsor Medicare Extra,Munich American Holding Corporation,2,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5703,Local CCP,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,South Country Health Alliance,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5732,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, INC.",Triple-S Management Corporation,4,3,2,2,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5746,Local CCP,"AMERIGROUP COMMUNITY CARE OF NEW MEXICO, INC.",Amerigroup Community Care of New Mexico,"WellPoint, Inc.",3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5749,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5750,Local CCP,METROPOLITAN HEALTH PLAN,MHP,Metropolitan Health Plan,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5765,Local CCP,"SATELLITE HEALTH PLAN, INC.",Satellite Health Plan,"Satellite Healthcare, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5774,Local CCP,"AMERICAN HEALTH, INC.",American Health Medicare,Triple-S Management Corporation,3,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5779,Local CCP,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC.",Meridian Health Plan,"Caidan Enterprises, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5782,Local CCP,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,Partnership HealthPlan of California,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,4,4,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5786,Local CCP,"MERIDIAN HEALTH PLAN OF IOWA, INC.",Meridian Health Plan,"Caidan Enterprises, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5793,Local CCP,"AETNA HEALTH, INC. (CT)",Aetna Medicare,Aetna Inc.,4,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5810,Local CCP,MOLINA HEALTHCARE OF CALIFORNIA,Molina Healthcare of California,"Molina Healthcare, Inc.,",3,3,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5811,Local CCP,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Health Plan,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5813,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,4,4,4,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5817,Local CCP,"AMERIGROUP TEXAS, INC.",Amerigroup,"WellPoint, Inc.",3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5823,Local CCP,"MOLINA HEALTHCARE OF WASHINGTON, INC.","Molina Healthcare of Washington, Inc.","Molina Healthcare, Inc.,",3,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5826,Local CCP,COMMUNITY HEALTH PLAN OF WASHINGTON,Community HealthFirst Medicare Advantage Plan,Community Health Plan of Washington,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5832,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5850,Local CCP,"COVENTRY SUMMIT HEALTH PLAN, INC.",Coventry Summit Health Plan,Aetna Inc.,4,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5852,Local CCP,AIDS HEALTHCARE FOUNDATION,AHF,AIDS Healthcare Foundation,Not enough data available,Not enough data available,3,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5854,Local CCP,"ANTHEM HEALTH PLANS, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5859,Local CCP,"HEALTH PLAN OF CAREOREGON, INC.",CareOregon Advantage,"CareOregon, Inc.",3,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5868,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5883,Local CCP,BLUE CARE NETWORK OF MICHIGAN,Blue Care Network,Blue Cross Blue Shield of Michigan,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5887,Local CCP,"FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5896,Local CCP,"AMERIGROUP MARYLAND, INC.",Amerigroup Community Care,"WellPoint, Inc.",3,3,Not enough data available,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5926,Local CCP,"MOLINA HEALTHCARE OF MICHIGAN, INC.",Molina Healthcare of Michigan,"Molina Healthcare, Inc.,",4,3,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5928,Local CCP,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st Health Plan,4,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5932,Local CCP,"GATEWAY HEALTH PLAN, INC.",Gateway Health  Medicare Assured,"Gateway Health Plan, LP",3,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5938,Local CCP,CAPITAL HEALTH PLAN,Capital Health Plan,Blue Cross and Blue Shield of Florida,4,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5943,Local CCP,SCAN HEALTH PLAN,VillageHealth,SCAN Health Plan,Not enough data available,Not enough data available,4,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5950,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5969,Local CCP,ALOHACARE,AlohaCare,AlohaCare,3,3,3,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5970,Local CCP,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,4,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5985,Local CCP,ABRAZO ADVANTAGE HEALTH PLAN,Abrazo Advantage Health Plan,Vanguard Health Systems,3,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5989,Local CCP,"CENTERLIGHT HEALTHCARE, INC.","CenterLight Healthcare, Inc.","CenterLight Health System, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5991,Local CCP,"AFFINITY HEALTH PLAN, INC.",Affinity Health Plan,Affinity Health Plan,3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5992,Local CCP,"SENIOR WHOLE HEALTH OF NEW YORK, INC.",Senior Whole Health of New York,"SWH Holdings, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5995,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,3,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6050,1876 Cost,"KAISER FOUNDATION HP, INC.",Kaiser Permanente Medicare Cost,"Kaiser Foundation Health Plan, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6052,1876 Cost,"KAISER FOUNDATION HP, INC.",Kaiser Permanente Medicare Cost,"Kaiser Foundation Health Plan, Inc.",4,5,5,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6080,Demo,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC.",Meridian Complete,"Caidan Enterprises, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6132,Local CCP,"SELECT HEALTH OF SOUTH CAROLINA, INC.","Select Health of South Carolina, Inc.",Independence Blue Cross,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
