2010 Measure Star View: Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5652,Demo,"UnitedHealth Group, Inc.",Erickson Advantage,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5 stars,5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,5 stars,5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5656,Local CCP,Universal American Corp.,Universal American,Not enough data available to calculate measure,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,4 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars
H5657,PFFS,Humana Inc.,Humana Insurance Company of New York,2 out of 5 stars,Plan not required to report measure,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars
H5665,Local CCP,XLHealth Corporation,Care Improvement Plus,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not available,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars
H5678,Demo,"UnitedHealth Group, Inc.",Erickson Advantage,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5679,Local CCP,"Wellpoint, Inc.",Anthem Blue Cross and Blue Shield,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure
H5685,Local CCP,"Midwest Health Plan, Inc.",Midwest Advantage,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars
H5696,Local CCP,"Physician's United Plan, Inc.",PUP,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,Not available,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars
H5697,Demo,"UnitedHealth Group, Inc.",Erickson Advantage,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5 stars,5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,5 stars,5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5698,Local CCP,Windsor Health Group,Windsor Medicare Extra,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,5 stars,2 out of 5 stars,Not available,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars
H5700,Local CCP,Arcadian Management Services Inc.,"Arkansas Community Care, Inc.",1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars
H5703,Local CCP,South Country Health Alliance,South Country Health Alliance,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,5 stars,2 out of 5 stars,3 out of 5 stars
H5732,Local CCP,Triple-S Management Corporation,"Triple-S Salud, INC.",3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,5 stars,5 stars,5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,Not available,1 out of 5 stars,3 out of 5 stars,1 out of 5 stars
H5736,PFFS,Aetna Inc.,Aetna Medicare,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,5 stars,5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars
H5746,Local CCP,AMERIGROUP Corporation,AMERIGROUP Community Care of New Mexico,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,Not available,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars
H5749,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,Not available,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars
H5750,Local CCP,Metropolitan Health Plan,North Star Advantage / North Star Advantage Plus,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,Not available,3 out of 5 stars,5 stars,5 stars
H5754,Demo,"UnitedHealth Group, Inc.",Erickson Advantage,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5774,Local CCP,American Health Plan,American Health Medicare,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,1 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,Not available,5 stars,4 out of 5 stars,1 out of 5 stars
H5782,Local CCP,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,Partnership HealthPlan of California,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,4 out of 5 stars,5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars
H5783,Local CCP,Arcadian Management Services Inc.,Southeast Community Care,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,3 out of 5 stars
H5793,Local CCP,Aetna Inc.,Aetna Medicare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars
H5810,Local CCP,"Molina Healthcare, Inc.,",Molina Healthcare of California,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,Not available,5 stars,4 out of 5 stars,2 out of 5 stars
H5811,Local CCP,Medcore HP,Medcore HP,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,4 out of 5 stars,5 stars,3 out of 5 stars,3 out of 5 stars
H5812,PFFS,Geisinger Health System,Geisinger Gold,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,5 stars,3 out of 5 stars
H5813,Local CCP,Aetna Inc.,Aetna Medicare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars
H5817,Local CCP,AMERIGROUP Corporation,AMERIGROUP Community Care,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,5 stars,3 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,Not available,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars
H5820,PFFS,Universal Health Care Inc.,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.",Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars
H5821,Local CCP,MAPFRE PRAICO CORPORATION,MAPFRE LIFE INSURANCE COMPANY,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,1 out of 5 stars
H5822,National PACE,"MIDLAND HOSPICE, INC.",Midland PACE,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5823,Local CCP,"Molina Healthcare, Inc.,","Molina Healthcare of Washington, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,Not available,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars
H5826,Local CCP,Community Health Plan of Washington,Community HealthFirst Medicare Advantage Plan,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,Not available,5 stars,5 stars,1 out of 5 stars
H5832,Local CCP,Aetna Inc.,Aetna Medicare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars
H5839,PFFS,Munich American Holding Corporation,Sterling Life Insurance Company,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,Not available,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars
H5850,Local CCP,Coventry Health Care Inc.,"Summit Health Plan, Inc.",4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars,Not available,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars
H5852,Local CCP,AIDS Healthcare Foundation,POSITIVE HEALTHCARE PARTNERS,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars
H5854,Local CCP,"Wellpoint, Inc.",Anthem Blue Cross and Blue Shield,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure
